batch	line	reported_source	evidence_url
batch_0055	9839	Address to the annual stockholders meeting of Sperry Rand Corporation, New York (30 July 1957), printed in General MacArthur Speeches and Reports 1908-1964	https://quotefancy.com/quote/795566/Douglas-MacArthur-It-is-part-of-the-general-pattern-of-misguided-policy-that-our-country - aggregator text of the full sentence; the search for the companion quote (row 9843) identified the 30 July 1957 Sperry Rand address as the source of this passage on the arms economy and propaganda of fear
batch_0055	9843	Address to the annual stockholders meeting of Sperry Rand Corporation, New York (30 July 1957), printed in General MacArthur Speeches and Reports 1908-1964	https://www.brainyquote.com/quotes/douglas_macarthur_143233 - aggregator text; search identified the source as the 30 July 1957 Sperry Rand stockholders address as printed in General MacArthur Speeches and Reports 1908-1964
batch_0056	9857	One Fish Two Fish Red Fish Blue Fish (1960)	https://www.goodreads.com/quotes/19784-from-there-to-here-from-here-to-there-funny-things - only aggregators returned; the line is the verbatim opening verse of One Fish Two Fish Red Fish Blue Fish (book text: 'From there to here, from here to there')
batch_0056	9988	The Elements of Style (1959), ch. V 'An Approach to Style', reminder 'Be clear'	https://www.goodreads.com/quotes/338720-be-obscure-clearly-be-wild-of-tongue-in-a-way - search identified The Elements of Style (Strunk and White) as the source; the sentence 'Be obscure clearly! Be wild of tongue in a way we can understand!' is verbatim text of White's chapter 'An Approach to Style'
batch_0056	9993	'The Practical Farmer' (October 1940), in One Man's Meat (1942)	https://libquotes.com/e-b-white/quote/lbj1t3r - search identified 'The Practical Farmer' (October 1940), collected in One Man's Meat (1942); only quote sites returned as evidence
batch_0056	10023	Introduction to Collected Poems (1938)	https://libquotes.com/e-e-cummings/quote/lbx5r6r - search identified the line as the close of Cummings's introduction to Collected Poems (1938); Wikiquote lists it under the same introduction
batch_0056	10082	A Room with a View (1908)	https://www.goodreads.com/quotes/298371-we-cast-a-shadow-on-something-wherever-we-stand-and - search identified the passage (Mr Emerson's speech) in A Room with a View; only quote sites returned as evidence
batch_0056	10084	Maurice (1971)	https://www.goodreads.com/work/quotes/2394184-maurice?page=2 - search identified the sentence ('They had never struggled, and only a struggle twists sentimentality and lust together into love') as text of Maurice; only quote sites returned as evidence
batch_0056	10085	'Sayings of the Week', The Observer (7 October 1951)	https://libquotes.com/e-m-forster/quote/lba5o1e - search identified the remark as reported in The Observer's 'Sayings of the Week', 7 October 1951 (the citation also given by the Oxford Dictionary of Quotations); only quote sites returned as evidence
batch_0057	10276	'The Premature Burial' (1844), first published in the Dollar Newspaper, 31 July 1844	https://quotepark.com/quotes/1754658-edgar-allan-poe-the-boundaries-which-divide-life-from-death-are-at/ - cites The Premature Burial, Dollar Newspaper 31 July 1844
batch_0057	10297	Marginalia, Graham's Magazine (December 1846)	https://quotepark.com/quotes/1840685-edgar-allan-poe-that-man-is-not-truly-brave-who-is-afraid-either-t/ - cites Marginalia, Graham's Magazine, December 1846
batch_0057	10420	The Book of Embraces (1991; Spanish original El libro de los abrazos, 1989)	https://quotepark.com/quotes/1784793-eduardo-galeano-we-are-all-mortal-until-the-first-kiss-and-the-sec/ - attributes the line to The Book of Embraces
batch_0057	10445	A Voice Crying in the Wilderness (Vox Clamantis in Deserto): Notes from a Secret Journal (1989)	https://libquotes.com/edward-abbey/quote/lbz4l2z - cites A Voice Crying in the Wilderness
batch_0057	10450	A Voice Crying in the Wilderness (Vox Clamantis in Deserto): Notes from a Secret Journal (1989)	https://quotepark.com/quotes/1435627-edward-abbey-love-implies-anger-the-man-who-is-angered-by-noth/ - cites A Voice Crying in the Wilderness
batch_0057	10452	A Voice Crying in the Wilderness (Vox Clamantis in Deserto): Notes from a Secret Journal (1989)	https://libquotes.com/edward-abbey/quote/lbk9f7j - cites A Voice Crying in the Wilderness
batch_0057	10460	Down the River (1982)	https://www.goodreads.com/quotes/1147759-our-culture-runs-on-coffee-and-gasoline-the-first-often - attributes the line to Down the River
batch_0057	10461	A Voice Crying in the Wilderness (Vox Clamantis in Deserto): Notes from a Secret Journal (1989), p. 54	https://www.goodreads.com/quotes/163236-when-a-man-s-best-friend-is-his-dog-that-dog - attributes the aphorism to A Voice Crying in the Wilderness, p. 54
batch_0057	10697	You Learn by Living (1960), ch. 2 'Fear—the Great Enemy'	https://libquotes.com/eleanor-roosevelt/works/you-learn-by-living - lists the passage among quotes from You Learn by Living
batch_0057	10701	You Learn by Living (1960), ch. 2 'Fear—the Great Enemy'	https://libquotes.com/eleanor-roosevelt/works/you-learn-by-living - lists the passage among quotes from You Learn by Living
batch_0057	10719	My Days (1938)	https://libquotes.com/eleanor-roosevelt/quote/lbn8a5x - cites My Days (1938) for 'A little simplification would be the first step toward rational living, I think'
batch_0060	11821	Interview with Adrian Wootton, The Guardian (23 October 2002)	https://www.azquotes.com/quote/689921 - search results attribute the quote to Ewan McGregor's Guardian interview with Adrian Wootton published 23 Oct 2002
batch_0060	11825	Interview with Adrian Wootton at the BFI, The Guardian (23 October 2002)	https://www.brainyquote.com/quotes/ewan_mcgregor_320148 - search results attribute the quote to the Guardian/BFI interview of 23 Oct 2002
batch_0060	11829	Interview with Sanjiv Bhattacharya, 'Mr Sunshine vs the apocalypse', The Guardian (1 October 2011)	https://www.azquotes.com/author/9830-Ewan_McGregor/tag/acting - search results attribute the quote to the Guardian interview 'Mr Sunshine vs the apocalypse'
batch_0061	12103	Center for Individual Freedom interview with Renee Giachino, 'First Amendment Attorney Floyd Abrams Talks with CFIF's Corporate Counsel About Three Decades of Free Speech' (15 June 2005)	https://www.azquotes.com/author/36847-Floyd_Abrams - search results cite the cfif.org interview of 15 June 2005; the same interview is independently confirmed by FIRE for the companion quote about protecting speech we agree with
batch_0061	12104	Center for Individual Freedom interview with Renee Giachino, 'First Amendment Attorney Floyd Abrams Talks with CFIF's Corporate Counsel About Three Decades of Free Speech' (15 June 2005)	https://www.azquotes.com/author/36847-Floyd_Abrams - search results cite the interview with Renee Giachino at cfif.org, 15 June 2005; the same interview is independently confirmed by FIRE for a companion quote
batch_0061	12106	Center for Individual Freedom interview with Renee Giachino, 'First Amendment Attorney Floyd Abrams Talks with CFIF's Corporate Counsel About Three Decades of Free Speech' (15 June 2005)	https://www.azquotes.com/author/36847-Floyd_Abrams - search results cite the CFIF interview of 15 June 2005 (page confirmed to exist at https://www.cfif.org/htdocs/freedomline/current/in_our_opinion/first-amendment-attorney-floyd-abrams.html); the same interview is independently confirmed by FIRE for a companion quote
batch_0064	13715	Quoted in Porter B. Williamson, I Remember General Patton's Principles (1979), p. 174	https://www.goodreads.com/quotes/10828167-always-do-everything-you-ask-of-those-you-command - search identifies the line as recorded by Patton's staff officer Porter B. Williamson in I Remember General Patton's Principles, p. 174 (contemporary's first-hand recollection)
batch_0065	13915	Q&A with Jerry Hall and Georgia May Jagger, T: The New York Times Style Magazine (2 March 2013)	https://www.azquotes.com/quote/1069728 - search-result summary attributes the quote to the T Magazine Q&A by Julie Earle-Levine (2 March 2013); primary page not retrieved
batch_0065	13919	Q&A with Jerry Hall and Georgia May Jagger, T: The New York Times Style Magazine (2 March 2013)	http://www.brainyquote.com/quotes/quotes/g/georgiamay608434.html - search-result summary attributes the quote to the T Magazine interview by Julie Earle-Levine (2 March 2013); primary page not retrieved
batch_0065	13951	Campaign remarks reported in The New York Times, 'Ferraro Recounts Second Thoughts On Her Nomination, Citing Scrutiny' by Jane Perlez (25 August 1984)	https://www.azquotes.com/quote/954407 - search-result summary cites the New York Times article of 25 August 1984 as the source; primary page not retrieved
batch_0065	13996	Interview with Elizabeth Day, The Observer/The Guardian (5 July 2008)	https://www.azquotes.com/author/6143-Geri_Halliwell?p=3 - search-result summary attributes the quote to the Guardian interview by Elizabeth Day of 5 July 2008; primary page not retrieved
batch_0065	14000	Speech to a Sinn Féin selection convention, Navan, County Meath (1 December 2004)	https://libquotes.com/gerry-adams - sourced-quotes listing citing the CAIN (University of Ulster) record of the Navan speech of 1 December 2004
batch_0065	14002	An Irish Eye (2007)	https://www.azquotes.com/quote/1802 - search-result summary identifies the 2007 book An Irish Eye (Brandon) as the source; primary page not retrieved
batch_0065	14010	An Irish Eye (2007)	https://libquotes.com/gerry-adams/quote/lbc2j6w - sourced-quotes entry citing An Irish Eye (Brandon, 2007)
batch_0065	14017	Interview with Nick Stadlen, The Guardian (12 September 2007)	https://www.azquotes.com/author/83-Gerry_Adams?p=2 - search-result summary attributes the quote to the Guardian interview with Nick Stadlen of 12 September 2007; primary page not retrieved
batch_0065	14022	Remarks in Belfast reported by BBC News (6 April 2005)	https://quotefancy.com/quote/1060246/Gerry-Adams-War-some-people-glamorise-war-and-glorify-war-It-s-not-nice-from-whatever - search-result summary attributes the remark to BBC News coverage of his 6 April 2005 Belfast speech; primary page not retrieved
batch_0065	14023	Interview with Stephen Moss, 'Gerry Adams: I'm happy with who I am ... it's very important to be a subversive', The Guardian (24 January 2011)	https://www.azquotes.com/author/83-Gerry_Adams?p=2 - search-result summary cites the Guardian interview by Stephen Moss of 24 January 2011; primary page not retrieved
batch_0065	14024	An Irish Eye (2007)	https://www.azquotes.com/author/83-Gerry_Adams - search-result summary identifies the 2007 book An Irish Eye as the source; primary page not retrieved
batch_0065	14044	The Innocence of Father Brown (1911), 'The Hammer of God'	https://libquotes.com/g-k-chesterton/quote/lbu7k2n - sourced-quote entry; search summary identifies The Innocence of Father Brown, where Father Brown says 'Humility is the mother of giants. One sees great things from the valley; only small things from the peak'
batch_0065	14048	Orthodoxy (1908), ch. 3 'The Suicide of Thought' (original wording: 'Art is limitation; the essence of every picture is the frame')	https://www.goodreads.com/quotes/381553-art-is-limitation-the-essence-of-every-picture-is-the - the original sentence from Orthodoxy, of which the corpus text is a reworded version
batch_0065	14064	Heretics (1905)	https://www.azquotes.com/author/2799-Gilbert_K_Chesterton/tag/architecture - search-result summary attributes the line to Heretics; primary page not retrieved
batch_0065	14092	Interview with Fawnia Soo Hoo, Glamour (29 April 2014)	https://www.azquotes.com/author/34390-Gillian_Jacobs - search-result summary attributes the quote to the Glamour interview by Fawnia Soo Hoo of 29 April 2014; primary page not retrieved
batch_0065	14094	Interview with Laura Prudom, HuffPost (5 March 2013)	https://www.brainyquote.com/quotes/quotes/g/gillianjac648322.html - search-result summary attributes the quote to the HuffPost Community season 4 interview by Laura Prudom of 5 March 2013; primary page not retrieved
batch_0065	14098	Interview with Alison Willmore, IndieWire, 'Gillian Jacobs Talks Working With First-Time Filmmakers, Her New Short and the Relationship Between Community and Its Online Following'	https://www.azquotes.com/quote/1187752 - search-result summary attributes the quote to the IndieWire interview by Alison Willmore and gives its surrounding context on making Vine videos; primary page not retrieved
batch_0065	14102	Interview with Christina Radish, Collider (15 August 2013)	https://quotefancy.com/quote/1680290/Gillian-Jacobs-I-ve-been-getting-into-drinking-smoothies-in-the-morning-I-like-those-a - search-result summary attributes the quote to the Collider interview by Christina Radish of 15 August 2013; primary page not retrieved
batch_0065	14106	Interview, HuffPost (24 April 2014), on the film Life Partners	https://www.azquotes.com/author/34390-Gillian_Jacobs - search-result summary attributes the quote to the HuffPost interview of 24 April 2014 about Life Partners; primary page not retrieved
batch_0065	14110	Interview with Christina Radish, Collider (15 August 2013)	https://www.azquotes.com/author/34390-Gillian_Jacobs/tag/community - search-result summary attributes the quote to the Collider interview by Christina Radish of 15 August 2013; primary page not retrieved
batch_0065	14112	Interview, Men's Health (19 January 2012), 'What MMA Hottie Gina Carano Wants in a Man'	https://www.azquotes.com/quote/978450 - search-result summary attributes the quote to the Men's Health interview of 19 January 2012; primary page not retrieved
batch_0065	14118	Interview with Kyle Darbyson, AskMen	https://www.brainyquote.com/authors/gina-carano-quotes - search-result summary attributes the quote to the AskMen interview by Kyle Darbyson; primary page not retrieved
batch_0066	14248	As Good as Golda: The Warmth and Wisdom of Israel's Prime Minister (1970)	https://www.goodreads.com/work/quotes/1355732-as-good-as-golda-the-warmth-and-wisdom-of-israel-s-prime-minister - the quote is listed among the contents of the Shenker compilation As Good as Golda (1970); a longer variant ('My dear, old age is like an airplane flying in a storm...') also circulates
batch_0066	14310	Epicurious interview by Michael Y. Park (27 September 2010)	https://www.azquotes.com/quote/859003 - cited to the Epicurious interview by Michael Y. Park; a follow-up search confirmed the same article (27 September 2010) as the source of his related "cannot live without food" remark
batch_0066	14328	Epicurious interview by Michael Y. Park (27 September 2010)	https://www.azquotes.com/author/34983-Grant_Achatz - cited to the Epicurious interview with Michael Y. Park, 27 September 2010; a follow-up search confirmed the same citation
batch_0066	14571	Mind at the End of Its Tether (1945), p. 19	https://libquotes.com/h-g-wells/quote/lbu6c5e - cited to Mind at the End of Its Tether (1945); the search summary gives p. 19 of that work
batch_0069	16018	Hell's Angels: A Strange and Terrible Saga (1966)	https://libquotes.com/hunter-s-thompson/quote/lbn8s1v - LibQuotes sourced entry cites Hell's Angels
batch_0069	16028	Fear and Loathing: On the Campaign Trail '72 (1973)	https://libquotes.com/hunter-s-thompson - LibQuotes sourced-quotes listing; search summary ties the passage to Fear and Loathing: On the Campaign Trail '72
batch_0071	16576	The Lost Road and Other Writings (1987), 'The Lost Road' (thought of Alboin Errol)	https://www.goodreads.com/work/quotes/2964303-the-lost-road-and-other-writings - quotes page for the specific volume The Lost Road and Other Writings; the search summary identifies the speaker as Alboin Errol in The Lost Road
batch_0074	18087	The Guardian interview with Alex Godfrey, 'Jean-Claude Van Damme: I tried to play the system; I was blacklisted' (10 August 2012)	https://www.azquotes.com/author/3607-Jean_Claude_Van_Damme/tag/film - search identified the Guardian interview by Alex Godfrey (10 August 2012) as the origin; theguardian.com itself is blocked to the search tool so the page could not be confirmed directly
batch_0074	18117	The Devil and the Good Lord (Le Diable et le Bon Dieu) (1951), tenth tableau, sc. 2	https://libquotes.com/jean-paul-sartre/quote/lbu6y1c - search identifies the line as The Devil and the Good Lord, 'Act 10, scene 2' (same locator Wikiquote uses for the play's final tableau)
batch_0077	18887	Fox News op-ed, 'Grey's Anatomy star Jessica Capshaw puts spotlight on global maternal health care needs' (2012)	https://foxnews.com/entertainment/greys-anatomy-star-jessica-capshaw-puts-spotlight-on-global-maternal-health-care-needs.amp - Capshaw's own Fox News piece on maternal health for International Medical Corps surfaced in a later search for row 18893; AZQuotes dates it 11 May 2012
batch_0078	19039	Interview with Ed Pilkington, 'Jill Abramson: I'm a battle-scarred veteran', The Guardian (7 June 2011)	https://www.brainyquote.com/authors/jill_abramson - search result identifies the quote as from Ed Pilkington's Guardian interview 'Jill Abramson: I'm a battle-scarred veteran'; a later search on row 19052 dated that interview 7 June 2011
batch_0078	19204	Dad Is Fat (2013)	https://www.goodreads.com/author/quotes/6555784.Jim_Gaffigan?page=4 - Goodreads lists the passage under Dad Is Fat; search result identifies it as from that 2013 book
batch_0079	19224	'Jim Gaffigan On Parenting', interview with Chris Wright, Esquire.com (6 May 2013)	https://www.azquotes.com/author/5267-Jim_Gaffigan/tag/dad - aggregator listing; two search-result summaries identify the source as Chris Wright's Esquire.com interview 'Jim Gaffigan On Parenting' (6 May 2013); esquire.com is blocked to the search crawler
batch_0079	19253	Time magazine (24 January 1968)	https://libquotes.com/jim-morrison/quote/lbk1n6b - search result summary identifies the quote as published in Time magazine on 24 January 1968
batch_0079	19265	An American Prayer (1978), spoken-word poetry album	https://libquotes.com/jim-morrison/quote/lbo3b3b - search result summary identifies the lines as from An American Prayer (1978)
batch_0079	19267	Time magazine (24 January 1968)	https://www.brainyquote.com/quotes/jim_morrison_109338 - aggregator listing; search result summary for the shorter form (row 19253) identified Time magazine, 24 January 1968 as the source
batch_0079	19320	'If 6 Was 9', Axis: Bold as Love (1967), song lyric	https://www.goodreads.com/quotes/9675-i-m-the-one-that-s-got-to-die-when-it-s-time - listing ties the line to Axis: Bold as Love; the line is the lyric of 'If 6 Was 9'
batch_0082	20713	The Grapes of Wrath (1939), ch. 14	https://www.goodreads.com/quotes/8571322-for-man-unlike-any-other-thing-organic-or-inorganic-in - fuller wording 'For man, unlike any other thing organic or inorganic in the universe...' from the novel's chapter 14 intercalary passage; search summary identifies The Grapes of Wrath ch. 14
batch_0083	21058	Interview 'Jonathan Ive interview: simplicity isn't simple' by Shane Richmond, The Telegraph (23 May 2012)	https://www.azquotes.com/author/7226-Jonathan_Ive/tag/failing - citation to the Telegraph interview reported in results; Telegraph 2012 interview is the original periodical
batch_0083	21060	Interview 'Jonathan Ive interview: simplicity isn't simple' by Shane Richmond, The Telegraph (23 May 2012)	https://www.azquotes.com/quote/718986 - citation to the Telegraph 23 May 2012 interview reported in results; Telegraph interview is the original periodical
batch_0083	21079	Conversation with Deyan Sudjic at the Design Museum, London ('DM25 What Next for Design?', 12 November 2014)	https://www.azquotes.com/quote/891886 - citation to the 12 November 2014 Design Museum conversation reported in results; consistent with reports of that event
batch_0083	21202	The Revolt of the Masses (1929)	https://libquotes.com/jos%C3%A9-ortega-y-gasset/quote/lbe6m2h - sourced-quote entry attributing the line to The Revolt of the Masses
batch_0083	21371	Remark to Nikita Khrushchev and Anastas Mikoyan, quoted in 'Khrushchev: Notes from a Forbidden Land', Time (30 November 1970)	https://quotecatalog.com/quote/joseph-stalin-im-finished-i-L1NOK27 - fuller wording ('I'm finished. I trust no one, not even myself'); search results report the Time 30 Nov 1970 Khrushchev-memoir citation, which is second-hand recollection
batch_0083	21374	Remark to W. Averell Harriman, as reported by Harriman (quoted in Boris Sokolov, The Truth about the Great Patriotic War)	https://libquotes.com/joseph-stalin/quote/lbk9v8w - sourced-quote entry: said to Averell Harriman, reported by Harriman and quoted by B. Sokolov; second-hand record by a contemporary
batch_0083	21385	Political Report of the Central Committee to the Fifteenth Congress of the C.P.S.U.(B.) (December 1927)	https://libquotes.com/joseph-stalin/quote/lbp3y0g - sourced-quote entry citing the Political Report to the Fifteenth Congress, December 1927
batch_0084	21513	Interview, Playbill, 'Gad & Rannells: A Blessed Union'	https://www.brainyquote.com/quotes/josh_gad_492649 - search result identifies the Playbill interview 'Gad & Rannells: A Blessed Union' as the source
batch_0084	21652	The Artist's Way: A Spiritual Path to Higher Creativity (1992)	https://www.brainyquote.com/lists/authors/top-10-julia-cameron-quotes - search results identify the passage as from The Artist's Way (p. 24 in one edition)
batch_0084	21712	'Philosophy v science: which can answer the big questions of life?', The Observer (9 September 2012)	https://www.brainyquote.com/quotes/julian_baggini_561749 - search identifies the Guardian/Observer debate piece with Lawrence Krauss of 9 September 2012 as the origin of the line
batch_0085	22006	'Šlépěje' ('Footprints') (1929), in Povídky z jedné kapsy (Tales from One Pocket); trans. Norma Comrada in Toward the Radical Center: A Karel Čapek Reader (1990)	https://quotepark.com/quotes/1946744-karel-capek-i-dont-know-if-you-could-prove-that-every-theft-i/ - entry reproduces the Wikiquote-style citation to 'Šlépeje' (1929) as translated by Norma Comrada in Toward the Radical Center (1990), spoken by Sgt. Bartosek
batch_0086	22020	R.U.R. (Rossum's Universal Robots) (1920), Epilogue (Helena to Primus)	https://quotepark.com/works/rur-11185/ - listed among quotes from the work R.U.R.; the speech is robot Helena's to Primus in the play's final act
batch_0086	22025	R.U.R. (Rossum's Universal Robots) (1920)	https://quotepark.com/authors/karel-capek/ - line addressed to Helena, the central human character of R.U.R.; search results identify it as a line from the play
batch_0086	22026	The Meaning of R.U.R., The Saturday Review (London) (21 July 1923)	https://libquotes.com/karel-%C4%8Dapek/quote/lbg7s1d - cited as from Capek's supplement on R.U.R. published in The Saturday Review, 1923
batch_0087	22372	The Guardian, interview by Caroline Sullivan (23 December 2010)	https://www.brainyquote.com/quotes/katy_b_569240 - search result identifies the quote as from Caroline Sullivan's Guardian interview of 23 December 2010
batch_0087	22401	The Observer/The Guardian, interview by Tim Adams (19 February 2005)	https://www.brainyquote.com/quotes/kazuo_ishiguro_196842 - search result identifies the quote as from Tim Adams's interview published by The Guardian on 19 February 2005
batch_0087	22413	The Guardian, interview by Chris Sullivan (5 February 2011)	https://www.azquotes.com/author/7212-Kazuo_Ishiguro?p=2 - search result identifies the quote as from Chris Sullivan's Guardian interview of 5 February 2011
batch_0087	22418	The Guardian, interview by Decca Aitkenhead (26 April 2009)	https://www.brainyquote.com/authors/kazuo-ishiguro-quotes - search result identifies the quote as from Decca Aitkenhead's Guardian interview of 26 April 2009 (Ishiguro on The Unconsoled after the Merchant Ivory film)
batch_0087	22571	IGN interview by Fred Topel with Tim Robbins and Kevin Bacon about Mystic River (10 October)	https://www.azquotes.com/quote/14913 - search result identifies the quote as from Fred Topel's IGN interview with Tim Robbins and Kevin Bacon on Mystic River; result gives the date as 10 October 2013, though the film was released in 2003
batch_0087	22578	HuffPost, 'Swindled Kevin Bacon: "I Need To Work"' by Katherine Thomson	https://www.azquotes.com/quote/14923 - search result identifies the quote as from Katherine Thomson's HuffPost article 'Swindled Kevin Bacon: I Need To Work' (on the Madoff losses)
batch_0087	22579	The Guardian, interview by Jane Mulkerrins (19 January 2013)	https://www.brainyquote.com/quotes/kevin_bacon_595731 - search result identifies the quote as from Jane Mulkerrins's Guardian interview of 19 January 2013
batch_0087	22586	The Guardian, 'Kevin Bacon: this much I know' by Jane Mulkerrins (19 January 2013)	https://www.brainyquote.com/quotes/kevin_bacon_321619 - search result identifies the quote as from Jane Mulkerrins's Guardian piece 'Kevin Bacon: this much I know', 19 January 2013
batch_0087	22606	InsideHoops.com interview (30 March 2005)	https://www.azquotes.com/author/5355-Kevin_Garnett/tag/basketball - search result identifies the quote as from an interview with insidehoops.com on 30 March 2005
batch_0087	22607	InsideHoops.com group interview (30 March 2005)	https://quotefancy.com/quote/1201101/Kevin-Garnett-We-know-that-in-order-for-us-to-turn-this-around-it-doesn-t-matter-how-many - search result identifies the quote as from a group interview on insidehoops.com, 30 March 2005
batch_0087	22612	InsideHoops.com interview (30 March 2005)	https://www.brainyquote.com/quotes/kevin_garnett_220057 - search result identifies the quote as from an Inside Hoops interview on 30 March 2005
batch_0087	22616	IGN interview by Jon Robinson (4 April 2006)	https://quotefancy.com/quote/1201090/Kevin-Garnett-There-are-a-lot-of-things-that-frustrate-me-I-get-frustrated-when-I-have-to - search result identifies the quote as from Jon Robinson's IGN interview, 4 April 2006
batch_0087	22617	InsideHoops.com interview (30 March 2005)	https://quotefancy.com/quote/1201094/Kevin-Garnett-The-last-couple-of-practices-all-we-ve-been-doing-is-a-lot-of-defensive - search result identifies the quote as from an Inside Hoops interview published 30 March 2005
batch_0087	22618	InsideHoops.com interview (2005), on the change from Flip Saunders to Kevin McHale	https://www.azquotes.com/author/5355-Kevin_Garnett/tag/basketball - search result identifies the quote as from an insidehoops.com interview; the Saunders-to-McHale coaching change it discusses occurred in February 2005, matching the 30 March 2005 group interview cited for rows 22607 and 22617
batch_0087	22621	InsideHoops.com group interview (30 March 2005)	https://www.azquotes.com/author/5355-Kevin_Garnett/tag/basketball - search result identifies the quote as from a group interview on insidehoops.com, 30 March 2005
batch_0087	22624	Yahoo Sports, 'Kevin Garnett: I never cared about the accolades' by Marc J. Spears (30 December 2012)	https://www.azquotes.com/quote/992342 - search result identifies the quote as from Marc J. Spears's interview on sports.yahoo.com (the December 2012 piece cited for rows 22614 and 22622)
batch_0087	22625	Yahoo Sports, 'Kevin Garnett: I never cared about the accolades' by Marc J. Spears (30 December 2012)	https://www.azquotes.com/author/5355-Kevin_Garnett?p=2 - search result identifies the quote (on Hurricane Katrina) as from Marc J. Spears's Yahoo Sports interview of 30 December 2012
batch_0087	22662	Sand and Foam (1926)	https://libquotes.com/kahlil-gibran/works/sand-and-foam - Lib Quotes lists the aphorism among the quotations from Sand and Foam (1926)
batch_0087	22663	A Second Treasury of Kahlil Gibran (1962)	https://libquotes.com/kahlil-gibran/quote/lbs4q0r - Lib Quotes sources the line ('Life without Love is like a tree without blossom and fruit') to A Second Treasury of Kahlil Gibran (1962), a posthumous collection of his translated Arabic writings
batch_0087	22667	The Prophet (1923)	https://libquotes.com/kahlil-gibran/works/the-prophet - Lib Quotes lists 'Trust the dreams, for in them is hidden the gate to eternity' among the quotations from The Prophet (1923); the corpus wording 'Trust in dreams' is a slight variant
batch_0087	22676	Sand and Foam (1926)	https://www.goodreads.com/quotes/95064-faith-is-an-oasis-in-the-heart-which-will-never - search result identifies the aphorism as from the combined edition 'The New Frontier and Sand and Foam'; the aphorism belongs to Sand and Foam (1926)
batch_0087	22680	Address at a Progressive Conservative brunch, Montreal, Quebec (22 August 1993)	https://www.azquotes.com/author/2388-Kim_Campbell - search result identifies the quote as from Campbell's address at a Progressive Conservative brunch in Montreal on 22 August 1993, during the 1993 election campaign
batch_0092	24099	Interview with Brian Gallagher, MovieWeb (12 May 2008)	https://www.azquotes.com/author/4351-Lisa_Edelstein - search result identifies the passage as from Brian Gallagher's MovieWeb interview of 12 May 2008 (cited in the quote listing; original MovieWeb page not retrieved)
batch_0094	24919	Speech in New York City (12 December 1964), in Malcolm X Speaks (1965)	https://www.azquotes.com/quote/184551 - search results identify the speech of 12 December 1964 in New York City as the occasion
batch_0094	25028	Interview with Bridget Foley, 'The Interviews: Marc Jacobs, The Newsmaker', WWD (11 November 2013)	https://www.brainyquote.com/quotes/marc_jacobs_590095 - search results identify the source as Bridget Foley's WWD interview of 11 November 2013
batch_0094	25029	Conversation with Calvin Klein, Harper's Bazaar	https://www.brainyquote.com/quotes/marc_jacobs_466459 - search results identify the source as an interview with Calvin Klein published in Harper's Bazaar (date not given)
batch_0094	25031	Interview with Robert Duffy, Interview Magazine (17 August 2010)	https://www.azquotes.com/author/7296-Marc_Jacobs/tag/design - search results identify the source as the Robert Duffy interview in Interview Magazine, 17 August 2010
batch_0097	25946	'Auto-political', The Guardian (5 June 2008)	https://www.brainyquote.com/authors/martin-jacques-quotes - aggregator hit; search result identified the Guardian article 'Auto-political' of 5 June 2008 as the origin
batch_0100	27143	Speech to the Democratic National Convention, Charlotte (4 September 2012)	https://www.azquotes.com/quote/218739 - aggregator cites the 4 September 2012 DNC speech; the passage matches the published transcript of that speech
batch_0102	27816	Interview with Edward W. Desmond, Time (4 December 1989)	https://libquotes.com/mother-teresa/quote/lbk7t1t - cites the Time interview of 4 December 1989 with Edward W. Desmond as the source of the passage
batch_0103	28138	The Sandman #65, 'The Kindly Ones' part 9 (1994), spoken by Rose Walker; collected in The Sandman Vol. 9: The Kindly Ones (1996)	https://libquotes.com/neil-gaiman/quote/lbi5b8z - identifies the passage as Rose Walker's speech in The Sandman: The Kindly Ones
batch_0104	28273	The Prince (1532), ch. 3	https://www.goodreads.com/notes/18749054-the-prince/52081747-ian-towart - reader highlight from the text of The Prince; the passage is the ch. 3 'well treated or crushed' maxim in an older translation
batch_0104	28309	U and I: A True Story (1991)	https://www.goodreads.com/work/quotes/387507-u-and-i-a-true-story - quotation listed from U and I; search result confirms the passage's context (living vs dead writers) in the book
batch_0104	28354	Interview with MTV News, 'Nick Cannon Flexing His Mogul Muscle in Hollywood' (21 April 2005)	https://www.brainyquote.com/quotes/nick_cannon_589467 - search result traces the quote to the MTV News article of 21 April 2005
batch_0105	28545	Interview with Claudia Dreifus, 'A Conversation With Nina V. Fedoroff: An Advocate for Science Diplomacy', The New York Times (18 August 2008)	https://www.brainyquote.com/authors/nina-fedoroff-quotes - line follows directly on the 'genetic modification is the basis of all evolution' passage from the NYT interview (see 28535)
batch_0105	28548	Interview on NPR's Science Friday with Ira Flatow (25 February 2011)	https://www.azquotes.com/quotes/topics/herbicides.html - search identified the remark as from her NPR Science Friday interview with Ira Flatow on 25 Feb 2011 on transgenic weeds
batch_0106	28972	Architects of Fate (1895), p. 115	https://libquotes.com/orison-swett-marden/quotes/power - Lib Quotes cites the passage to Architects of Fate, p. 115
batch_0106	28994	Alvin Journeyman (1995), p. 33	https://quotepark.com/quotes/1898849-orson-scott-card-you-speak-metaphorically-i-hope-said-peggy-i/ - gives the line in its dialogue context between Peggy and Becca, from Alvin Journeyman (Tales of Alvin Maker), p. 33
