pg_id	work	corpus_line	verdict	score
26131	James Watt	2145	below-threshold	47
26131	James Watt	2146	no-shingle-match	
26131	James Watt	2147	no-shingle-match	
26131	James Watt	2148	below-threshold	50
26131	James Watt	2149	below-threshold	44
26131	James Watt	2150	no-shingle-match	
26131	James Watt	2151	below-threshold	51
26131	James Watt	2152	below-threshold	52
26131	James Watt	2153	no-shingle-match	
26131	James Watt	2154	below-threshold	51
32144	Jan Vedder's Wife	1805	no-shingle-match	
32144	Jan Vedder's Wife	1806	no-shingle-match	
32144	Jan Vedder's Wife	1807	no-shingle-match	
32144	Jan Vedder's Wife	1808	no-shingle-match	
32144	Jan Vedder's Wife	1809	no-shingle-match	
32144	Jan Vedder's Wife	1810	no-shingle-match	
32144	Jan Vedder's Wife	1811	no-shingle-match	
32144	Jan Vedder's Wife	1812	no-shingle-match	
32144	Jan Vedder's Wife	1813	no-shingle-match	
32144	Jan Vedder's Wife	1814	no-shingle-match	
32144	Jan Vedder's Wife	1815	no-shingle-match	
32144	Jan Vedder's Wife	1816	below-threshold	51
32144	Jan Vedder's Wife	1817	no-shingle-match	
32144	Jan Vedder's Wife	1818	no-shingle-match	
32144	Jan Vedder's Wife	1819	no-shingle-match	
32144	Jan Vedder's Wife	1820	no-shingle-match	
32144	Jan Vedder's Wife	1821	no-shingle-match	
32144	Jan Vedder's Wife	1822	no-shingle-match	
32144	Jan Vedder's Wife	1823	no-shingle-match	
32144	Jan Vedder's Wife	1824	no-shingle-match	
52842	Japonette	32069	below-threshold	51
52842	Japonette	32070	below-threshold	59
52842	Japonette	32071	below-threshold	46
52842	Japonette	32072	below-threshold	55
52842	Japonette	32073	no-shingle-match	
52842	Japonette	32074	no-shingle-match	
52842	Japonette	32075	below-threshold	56
52842	Japonette	32076	no-shingle-match	
52842	Japonette	32077	below-threshold	50
52842	Japonette	32078	no-shingle-match	
52842	Japonette	32079	below-threshold	47
52842	Japonette	32080	no-shingle-match	
52842	Japonette	32081	no-shingle-match	
42236	Jewels of Gwahlur	31733	below-threshold	52
42236	Jewels of Gwahlur	31734	no-shingle-match	
42236	Jewels of Gwahlur	31735	no-shingle-match	
42236	Jewels of Gwahlur	31736	no-shingle-match	
42236	Jewels of Gwahlur	31737	no-shingle-match	
42236	Jewels of Gwahlur	31738	no-shingle-match	
42236	Jewels of Gwahlur	31739	no-shingle-match	
42236	Jewels of Gwahlur	31740	no-shingle-match	
42236	Jewels of Gwahlur	31741	below-threshold	51
42236	Jewels of Gwahlur	31742	no-shingle-match	
42236	Jewels of Gwahlur	31743	no-shingle-match	
42236	Jewels of Gwahlur	31744	below-threshold	47
42236	Jewels of Gwahlur	31745	no-shingle-match	
42236	Jewels of Gwahlur	31746	no-shingle-match	
42236	Jewels of Gwahlur	31747	below-threshold	50
42236	Jewels of Gwahlur	31748	no-shingle-match	
42236	Jewels of Gwahlur	31749	no-shingle-match	
42236	Jewels of Gwahlur	31750	no-shingle-match	
42236	Jewels of Gwahlur	31751	no-shingle-match	
42236	Jewels of Gwahlur	31752	no-shingle-match	
42236	Jewels of Gwahlur	31753	no-shingle-match	
42236	Jewels of Gwahlur	31754	no-shingle-match	
20533	Jill the Reckless	29187	below-threshold	51
20533	Jill the Reckless	29188	below-threshold	49
20533	Jill the Reckless	29189	below-threshold	53
61426	Joan and Peter: The story of an education	14569	no-shingle-match	
61426	Joan and Peter: The story of an education	14570	below-threshold	54
61426	Joan and Peter: The story of an education	14571	no-shingle-match	
61426	Joan and Peter: The story of an education	14572	no-shingle-match	
61426	Joan and Peter: The story of an education	14573	below-threshold	77
61426	Joan and Peter: The story of an education	14574	below-threshold	62
61426	Joan and Peter: The story of an education	14575	below-threshold	46
61426	Joan and Peter: The story of an education	14576	below-threshold	51
61426	Joan and Peter: The story of an education	14577	below-threshold	49
61426	Joan and Peter: The story of an education	14578	below-threshold	64
61426	Joan and Peter: The story of an education	14579	below-threshold	46
61426	Joan and Peter: The story of an education	14580	below-threshold	58
61426	Joan and Peter: The story of an education	14581	no-shingle-match	
61426	Joan and Peter: The story of an education	14582	below-threshold	49
61426	Joan and Peter: The story of an education	14583	below-threshold	50
61426	Joan and Peter: The story of an education	14584	below-threshold	51
61426	Joan and Peter: The story of an education	14585	below-threshold	56
61426	Joan and Peter: The story of an education	14586	no-shingle-match	
61426	Joan and Peter: The story of an education	14587	no-shingle-match	
61426	Joan and Peter: The story of an education	14588	below-threshold	55
61426	Joan and Peter: The story of an education	14589	below-threshold	58
61426	Joan and Peter: The story of an education	14590	below-threshold	57
61426	Joan and Peter: The story of an education	14591	below-threshold	52
61426	Joan and Peter: The story of an education	14592	below-threshold	55
61426	Joan and Peter: The story of an education	14593	below-threshold	49
63429	Joe Carson's Weapon	17518	below-threshold	46
63429	Joe Carson's Weapon	17519	no-shingle-match	
63429	Joe Carson's Weapon	17520	below-threshold	46
63429	Joe Carson's Weapon	17521	below-threshold	47
63429	Joe Carson's Weapon	17522	no-shingle-match	
63429	Joe Carson's Weapon	17523	no-shingle-match	
62799	John Brown	38425	no-shingle-match	
62799	John Brown	38426	no-shingle-match	
62799	John Brown	38427	below-threshold	58
62799	John Brown	38428	below-threshold	51
62799	John Brown	38429	below-threshold	51
62799	John Brown	38430	below-threshold	50
62799	John Brown	38431	below-threshold	55
62799	John Brown	38432	below-threshold	46
62799	John Brown	38433	no-shingle-match	
62799	John Brown	38434	below-threshold	49
62799	John Brown	38435	no-shingle-match	
62799	John Brown	38436	no-shingle-match	
62799	John Brown	38437	below-threshold	49
62799	John Brown	38438	below-threshold	55
62799	John Brown	38439	no-shingle-match	
62799	John Brown	38440	below-threshold	54
62799	John Brown	38441	no-shingle-match	
62799	John Brown	38442	below-threshold	46
62799	John Brown	38443	no-shingle-match	
62799	John Brown	38444	below-threshold	51
3612	John Bull's Other Island	13283	no-shingle-match	
3612	John Bull's Other Island	13284	no-shingle-match	
3612	John Bull's Other Island	13285	no-shingle-match	
3612	John Bull's Other Island	13286	no-shingle-match	
3612	John Bull's Other Island	13287	no-shingle-match	
3612	John Bull's Other Island	13288	below-threshold	63
3612	John Bull's Other Island	13289	below-threshold	57
3612	John Bull's Other Island	13290	below-threshold	52
3612	John Bull's Other Island	13291	no-shingle-match	
3612	John Bull's Other Island	13292	no-shingle-match	
3612	John Bull's Other Island	13293	below-threshold	52
3612	John Bull's Other Island	13294	no-shingle-match	
3612	John Bull's Other Island	13295	located	100
3612	John Bull's Other Island	13296	no-shingle-match	
3612	John Bull's Other Island	13297	no-shingle-match	
3612	John Bull's Other Island	13298	below-threshold	51
3612	John Bull's Other Island	13299	no-shingle-match	
3612	John Bull's Other Island	13300	no-shingle-match	
3612	John Bull's Other Island	13301	no-shingle-match	
3612	John Bull's Other Island	13302	below-threshold	49
3612	John Bull's Other Island	13303	no-shingle-match	
3612	John Bull's Other Island	13304	below-threshold	48
3612	John Bull's Other Island	13305	no-shingle-match	
3612	John Bull's Other Island	13306	no-shingle-match	
3612	John Bull's Other Island	13307	no-shingle-match	
3612	John Bull's Other Island	13308	below-threshold	51
3612	John Bull's Other Island	13309	below-threshold	53
3612	John Bull's Other Island	13310	no-shingle-match	
3612	John Bull's Other Island	13311	below-threshold	46
3612	John Bull's Other Island	13312	no-shingle-match	
3612	John Bull's Other Island	13313	no-shingle-match	
3612	John Bull's Other Island	13314	below-threshold	50
3612	John Bull's Other Island	13315	below-threshold	51
3612	John Bull's Other Island	13316	below-threshold	56
3612	John Bull's Other Island	13317	below-threshold	46
3612	John Bull's Other Island	13318	below-threshold	46
3612	John Bull's Other Island	13319	below-threshold	50
3612	John Bull's Other Island	13320	no-shingle-match	
3612	John Bull's Other Island	13321	below-threshold	61
3612	John Bull's Other Island	13322	below-threshold	53
3612	John Bull's Other Island	13323	no-shingle-match	
3612	John Bull's Other Island	13324	no-shingle-match	
3612	John Bull's Other Island	13325	below-threshold	50
3612	John Bull's Other Island	13326	below-threshold	52
3612	John Bull's Other Island	13327	below-threshold	51
3612	John Bull's Other Island	13328	below-threshold	60
3612	John Bull's Other Island	13329	no-shingle-match	
3612	John Bull's Other Island	13330	no-shingle-match	
3612	John Bull's Other Island	13331	below-threshold	47
3612	John Bull's Other Island	13332	below-threshold	53
3612	John Bull's Other Island	13333	no-shingle-match	
3612	John Bull's Other Island	13334	located	100
3612	John Bull's Other Island	13335	no-shingle-match	
3612	John Bull's Other Island	13336	below-threshold	54
3612	John Bull's Other Island	13337	below-threshold	55
3612	John Bull's Other Island	13338	below-threshold	51
3612	John Bull's Other Island	13339	no-shingle-match	
3612	John Bull's Other Island	13340	below-threshold	49
3612	John Bull's Other Island	13341	below-threshold	53
3612	John Bull's Other Island	13342	below-threshold	53
3612	John Bull's Other Island	13343	no-shingle-match	
3612	John Bull's Other Island	13344	no-shingle-match	
3612	John Bull's Other Island	13345	below-threshold	52
3612	John Bull's Other Island	13346	below-threshold	50
3612	John Bull's Other Island	13347	no-shingle-match	
3612	John Bull's Other Island	13348	no-shingle-match	
6254	John Enderby	14065	no-shingle-match	
6254	John Enderby	14066	no-shingle-match	
6254	John Enderby	14067	below-threshold	49
6254	John Enderby	14068	below-threshold	50
6254	John Enderby	14069	no-shingle-match	
6254	John Enderby	14070	no-shingle-match	
6254	John Enderby	14071	no-shingle-match	
6254	John Enderby	14072	no-shingle-match	
6254	John Enderby	14073	no-shingle-match	
6254	John Enderby	14074	below-threshold	48
6254	John Enderby	14075	no-shingle-match	
6254	John Enderby	14076	no-shingle-match	
6254	John Enderby	14077	no-shingle-match	
6254	John Enderby	14078	no-shingle-match	
6254	John Enderby	14079	below-threshold	49
6254	John Enderby	14080	below-threshold	48
6254	John Enderby	14081	no-shingle-match	
6254	John Enderby	14082	no-shingle-match	
6254	John Enderby	14083	no-shingle-match	
6254	John Enderby	14084	no-shingle-match	
6254	John Enderby	14085	no-shingle-match	
6254	John Enderby	14086	below-threshold	52
18792	John Gabriel Borkman	15195	no-shingle-match	
18792	John Gabriel Borkman	15196	no-shingle-match	
18792	John Gabriel Borkman	15197	no-shingle-match	
18792	John Gabriel Borkman	15198	no-shingle-match	
18792	John Gabriel Borkman	15199	no-shingle-match	
18792	John Gabriel Borkman	15200	no-shingle-match	
18792	John Gabriel Borkman	15201	no-shingle-match	
18792	John Gabriel Borkman	15202	no-shingle-match	
18792	John Gabriel Borkman	15203	no-shingle-match	
18792	John Gabriel Borkman	15204	no-shingle-match	
18792	John Gabriel Borkman	15205	no-shingle-match	
18792	John Gabriel Borkman	15206	no-shingle-match	
18792	John Gabriel Borkman	15207	no-shingle-match	
18792	John Gabriel Borkman	15208	no-shingle-match	
18792	John Gabriel Borkman	15209	no-shingle-match	
18792	John Gabriel Borkman	15210	no-shingle-match	
18792	John Gabriel Borkman	15211	no-shingle-match	
18792	John Gabriel Borkman	15212	no-shingle-match	
18792	John Gabriel Borkman	15213	no-shingle-match	
18792	John Gabriel Borkman	15214	no-shingle-match	
18792	John Gabriel Borkman	15215	no-shingle-match	
18792	John Gabriel Borkman	15216	no-shingle-match	
18792	John Gabriel Borkman	15217	below-threshold	48
18792	John Gabriel Borkman	15218	no-shingle-match	
18792	John Gabriel Borkman	15219	no-shingle-match	
18792	John Gabriel Borkman	15220	no-shingle-match	
18792	John Gabriel Borkman	15221	no-shingle-match	
412	John Jacob Astor	10661	no-shingle-match	
412	John Jacob Astor	10662	no-shingle-match	
412	John Jacob Astor	10663	no-shingle-match	
412	John Jacob Astor	10664	no-shingle-match	
412	John Jacob Astor	10665	no-shingle-match	
412	John Jacob Astor	10666	no-shingle-match	
412	John Jacob Astor	10667	no-shingle-match	
412	John Jacob Astor	10668	below-threshold	46
412	John Jacob Astor	10669	no-shingle-match	
412	John Jacob Astor	10670	below-threshold	53
412	John Jacob Astor	10671	no-shingle-match	
412	John Jacob Astor	10672	no-shingle-match	
412	John Jacob Astor	10673	no-shingle-match	
412	John Jacob Astor	10674	below-threshold	53
412	John Jacob Astor	10675	no-shingle-match	
412	John Jacob Astor	10676	no-shingle-match	
412	John Jacob Astor	10677	no-shingle-match	
412	John Jacob Astor	10678	below-threshold	60
412	John Jacob Astor	10679	below-threshold	52
412	John Jacob Astor	10680	no-shingle-match	
412	John Jacob Astor	10681	no-shingle-match	
412	John Jacob Astor	10682	no-shingle-match	
412	John Jacob Astor	10683	below-threshold	50
412	John Jacob Astor	10684	no-shingle-match	
412	John Jacob Astor	10685	no-shingle-match	
412	John Jacob Astor	10686	no-shingle-match	
412	John Jacob Astor	10687	below-threshold	53
412	John Jacob Astor	10688	no-shingle-match	
412	John Jacob Astor	10689	no-shingle-match	
412	John Jacob Astor	10690	no-shingle-match	
412	John Jacob Astor	10691	no-shingle-match	
412	John Jacob Astor	10692	below-threshold	50
7404	John James Audubon	19890	below-threshold	47
7404	John James Audubon	19891	no-shingle-match	
7404	John James Audubon	19892	no-shingle-match	
7404	John James Audubon	19893	no-shingle-match	
7404	John James Audubon	19894	below-threshold	50
7404	John James Audubon	19895	no-shingle-match	
7404	John James Audubon	19896	no-shingle-match	
7404	John James Audubon	19897	below-threshold	55
7404	John James Audubon	19898	below-threshold	56
7404	John James Audubon	19899	below-threshold	51
7404	John James Audubon	19900	no-shingle-match	
7404	John James Audubon	19901	below-threshold	50
7404	John James Audubon	19902	below-threshold	48
7404	John James Audubon	19903	no-shingle-match	
7404	John James Audubon	19904	below-threshold	47
7404	John James Audubon	19905	no-shingle-match	
7404	John James Audubon	19906	no-shingle-match	
7404	John James Audubon	19907	no-shingle-match	
7404	John James Audubon	19908	below-threshold	60
7404	John James Audubon	19909	no-shingle-match	
7404	John James Audubon	19910	no-shingle-match	
7404	John James Audubon	19911	below-threshold	46
7404	John James Audubon	19912	no-shingle-match	
7404	John James Audubon	19913	no-shingle-match	
7404	John James Audubon	19914	no-shingle-match	
68205	John Jasper: The unmatched Negro philosopher and preacher	38425	no-shingle-match	
68205	John Jasper: The unmatched Negro philosopher and preacher	38426	no-shingle-match	
68205	John Jasper: The unmatched Negro philosopher and preacher	38427	below-threshold	54
68205	John Jasper: The unmatched Negro philosopher and preacher	38428	below-threshold	50
68205	John Jasper: The unmatched Negro philosopher and preacher	38429	no-shingle-match	
68205	John Jasper: The unmatched Negro philosopher and preacher	38430	below-threshold	49
68205	John Jasper: The unmatched Negro philosopher and preacher	38431	below-threshold	53
68205	John Jasper: The unmatched Negro philosopher and preacher	38432	below-threshold	51
68205	John Jasper: The unmatched Negro philosopher and preacher	38433	no-shingle-match	
68205	John Jasper: The unmatched Negro philosopher and preacher	38434	below-threshold	47
68205	John Jasper: The unmatched Negro philosopher and preacher	38435	no-shingle-match	
68205	John Jasper: The unmatched Negro philosopher and preacher	38436	no-shingle-match	
68205	John Jasper: The unmatched Negro philosopher and preacher	38437	no-shingle-match	
68205	John Jasper: The unmatched Negro philosopher and preacher	38438	no-shingle-match	
68205	John Jasper: The unmatched Negro philosopher and preacher	38439	below-threshold	50
68205	John Jasper: The unmatched Negro philosopher and preacher	38440	below-threshold	49
68205	John Jasper: The unmatched Negro philosopher and preacher	38441	no-shingle-match	
68205	John Jasper: The unmatched Negro philosopher and preacher	38442	no-shingle-match	
68205	John Jasper: The unmatched Negro philosopher and preacher	38443	no-shingle-match	
68205	John Jasper: The unmatched Negro philosopher and preacher	38444	no-shingle-match	
2646	John Leech's Pictures of Life and Character	38662	no-shingle-match	
2646	John Leech's Pictures of Life and Character	38663	no-shingle-match	
2646	John Leech's Pictures of Life and Character	38664	below-threshold	54
2646	John Leech's Pictures of Life and Character	38665	below-threshold	49
2646	John Leech's Pictures of Life and Character	38666	no-shingle-match	
2646	John Leech's Pictures of Life and Character	38667	no-shingle-match	
2646	John Leech's Pictures of Life and Character	38668	no-shingle-match	
2646	John Leech's Pictures of Life and Character	38669	no-shingle-match	
2646	John Leech's Pictures of Life and Character	38670	no-shingle-match	
2646	John Leech's Pictures of Life and Character	38671	below-threshold	50
2646	John Leech's Pictures of Life and Character	38672	no-shingle-match	
2646	John Leech's Pictures of Life and Character	38673	no-shingle-match	
2646	John Leech's Pictures of Life and Character	38674	no-shingle-match	
2646	John Leech's Pictures of Life and Character	38675	no-shingle-match	
2646	John Leech's Pictures of Life and Character	38676	below-threshold	53
2646	John Leech's Pictures of Life and Character	38677	no-shingle-match	
2646	John Leech's Pictures of Life and Character	38678	no-shingle-match	
2646	John Leech's Pictures of Life and Character	38679	no-shingle-match	
2646	John Leech's Pictures of Life and Character	38680	below-threshold	53
2646	John Leech's Pictures of Life and Character	38681	no-shingle-match	
2646	John Leech's Pictures of Life and Character	38682	below-threshold	46
2646	John Leech's Pictures of Life and Character	38683	no-shingle-match	
2646	John Leech's Pictures of Life and Character	38684	below-threshold	49
2646	John Leech's Pictures of Life and Character	38685	no-shingle-match	
2646	John Leech's Pictures of Life and Character	38686	no-shingle-match	
2646	John Leech's Pictures of Life and Character	38687	no-shingle-match	
2646	John Leech's Pictures of Life and Character	38688	no-shingle-match	
4725	John Lothrop Motley. a memoir — Volume 1	28855	below-threshold	50
4725	John Lothrop Motley. a memoir — Volume 1	28856	no-shingle-match	
4725	John Lothrop Motley. a memoir — Volume 1	28857	no-shingle-match	
4725	John Lothrop Motley. a memoir — Volume 1	28858	no-shingle-match	
4725	John Lothrop Motley. a memoir — Volume 1	28859	no-shingle-match	
4725	John Lothrop Motley. a memoir — Volume 1	28860	below-threshold	52
4725	John Lothrop Motley. a memoir — Volume 1	28861	no-shingle-match	
4725	John Lothrop Motley. a memoir — Volume 1	28862	no-shingle-match	
4725	John Lothrop Motley. a memoir — Volume 1	28863	below-threshold	52
4725	John Lothrop Motley. a memoir — Volume 1	28864	no-shingle-match	
4725	John Lothrop Motley. a memoir — Volume 1	28865	no-shingle-match	
4725	John Lothrop Motley. a memoir — Volume 1	28866	below-threshold	50
4725	John Lothrop Motley. a memoir — Volume 1	28867	no-shingle-match	
4725	John Lothrop Motley. a memoir — Volume 1	28868	no-shingle-match	
4725	John Lothrop Motley. a memoir — Volume 1	28869	no-shingle-match	
4725	John Lothrop Motley. a memoir — Volume 1	28870	no-shingle-match	
4726	John Lothrop Motley. a memoir — Volume 2	28855	no-shingle-match	
4726	John Lothrop Motley. a memoir — Volume 2	28856	no-shingle-match	
4726	John Lothrop Motley. a memoir — Volume 2	28857	below-threshold	54
4726	John Lothrop Motley. a memoir — Volume 2	28858	below-threshold	68
4726	John Lothrop Motley. a memoir — Volume 2	28859	no-shingle-match	
4726	John Lothrop Motley. a memoir — Volume 2	28860	below-threshold	58
4726	John Lothrop Motley. a memoir — Volume 2	28861	no-shingle-match	
4726	John Lothrop Motley. a memoir — Volume 2	28862	no-shingle-match	
4726	John Lothrop Motley. a memoir — Volume 2	28863	below-threshold	52
4726	John Lothrop Motley. a memoir — Volume 2	28864	no-shingle-match	
4726	John Lothrop Motley. a memoir — Volume 2	28865	no-shingle-match	
4726	John Lothrop Motley. a memoir — Volume 2	28866	below-threshold	49
4726	John Lothrop Motley. a memoir — Volume 2	28867	below-threshold	52
4726	John Lothrop Motley. a memoir — Volume 2	28868	no-shingle-match	
4726	John Lothrop Motley. a memoir — Volume 2	28869	no-shingle-match	
4726	John Lothrop Motley. a memoir — Volume 2	28870	no-shingle-match	
4727	John Lothrop Motley. a memoir — Volume 3	28855	no-shingle-match	
4727	John Lothrop Motley. a memoir — Volume 3	28856	no-shingle-match	
4727	John Lothrop Motley. a memoir — Volume 3	28857	below-threshold	58
4727	John Lothrop Motley. a memoir — Volume 3	28858	no-shingle-match	
4727	John Lothrop Motley. a memoir — Volume 3	28859	no-shingle-match	
4727	John Lothrop Motley. a memoir — Volume 3	28860	below-threshold	52
4727	John Lothrop Motley. a memoir — Volume 3	28861	no-shingle-match	
4727	John Lothrop Motley. a memoir — Volume 3	28862	no-shingle-match	
4727	John Lothrop Motley. a memoir — Volume 3	28863	no-shingle-match	
4727	John Lothrop Motley. a memoir — Volume 3	28864	no-shingle-match	
4727	John Lothrop Motley. a memoir — Volume 3	28865	no-shingle-match	
4727	John Lothrop Motley. a memoir — Volume 3	28866	no-shingle-match	
4727	John Lothrop Motley. a memoir — Volume 3	28867	no-shingle-match	
4727	John Lothrop Motley. a memoir — Volume 3	28868	no-shingle-match	
4727	John Lothrop Motley. a memoir — Volume 3	28869	no-shingle-match	
4727	John Lothrop Motley. a memoir — Volume 3	28870	no-shingle-match	
31470	John March, Southerner	13809	below-threshold	50
31470	John March, Southerner	13810	below-threshold	49
31470	John March, Southerner	13811	no-shingle-match	
31470	John March, Southerner	13812	below-threshold	55
31470	John March, Southerner	13813	below-threshold	63
31470	John March, Southerner	13814	no-shingle-match	
31470	John March, Southerner	13815	no-shingle-match	
31470	John March, Southerner	13816	below-threshold	61
31470	John March, Southerner	13817	below-threshold	49
31470	John March, Southerner	13818	no-shingle-match	
31470	John March, Southerner	13819	no-shingle-match	
31470	John March, Southerner	13820	below-threshold	50
31470	John March, Southerner	13821	below-threshold	49
31470	John March, Southerner	13822	below-threshold	51
31470	John March, Southerner	13823	no-shingle-match	
31470	John March, Southerner	13824	below-threshold	53
31470	John March, Southerner	13825	below-threshold	50
31470	John March, Southerner	13826	no-shingle-match	
31470	John March, Southerner	13827	below-threshold	53
31470	John March, Southerner	13828	below-threshold	46
31470	John March, Southerner	13829	below-threshold	51
31470	John March, Southerner	13830	below-threshold	47
31470	John March, Southerner	13831	below-threshold	47
31470	John March, Southerner	13832	below-threshold	47
31470	John March, Southerner	13833	below-threshold	53
31470	John March, Southerner	13834	no-shingle-match	
31470	John March, Southerner	13835	below-threshold	54
12841	John Marr and Other Poems	15660	no-shingle-match	
12841	John Marr and Other Poems	15661	below-threshold	48
49109	John Sherman; and, Dhoya	38369	no-shingle-match	
49109	John Sherman; and, Dhoya	38370	no-shingle-match	
49109	John Sherman; and, Dhoya	38371	below-threshold	55
49109	John Sherman; and, Dhoya	38372	no-shingle-match	
49109	John Sherman; and, Dhoya	38373	no-shingle-match	
49109	John Sherman; and, Dhoya	38374	below-threshold	50
49109	John Sherman; and, Dhoya	38375	below-threshold	48
49109	John Sherman; and, Dhoya	38376	no-shingle-match	
49109	John Sherman; and, Dhoya	38377	no-shingle-match	
49109	John Sherman; and, Dhoya	38378	no-shingle-match	
49109	John Sherman; and, Dhoya	38379	below-threshold	48
49109	John Sherman; and, Dhoya	38380	no-shingle-match	
49109	John Sherman; and, Dhoya	38381	below-threshold	48
49109	John Sherman; and, Dhoya	38382	below-threshold	55
49109	John Sherman; and, Dhoya	38383	no-shingle-match	
49109	John Sherman; and, Dhoya	38384	no-shingle-match	
49109	John Sherman; and, Dhoya	38385	below-threshold	49
49109	John Sherman; and, Dhoya	38386	below-threshold	47
49109	John Sherman; and, Dhoya	38387	no-shingle-match	
49109	John Sherman; and, Dhoya	38388	no-shingle-match	
49109	John Sherman; and, Dhoya	38389	below-threshold	51
49109	John Sherman; and, Dhoya	38390	no-shingle-match	
49109	John Sherman; and, Dhoya	38391	no-shingle-match	
49109	John Sherman; and, Dhoya	38392	below-threshold	50
49109	John Sherman; and, Dhoya	38393	below-threshold	52
45365	Josh Billings, Hiz Sayings	21451	below-threshold	54
45365	Josh Billings, Hiz Sayings	21452	no-shingle-match	
45365	Josh Billings, Hiz Sayings	21453	no-shingle-match	
45365	Josh Billings, Hiz Sayings	21454	no-shingle-match	
45365	Josh Billings, Hiz Sayings	21455	no-shingle-match	
45365	Josh Billings, Hiz Sayings	21456	no-shingle-match	
45365	Josh Billings, Hiz Sayings	21457	below-threshold	53
45365	Josh Billings, Hiz Sayings	21458	below-threshold	83
45365	Josh Billings, Hiz Sayings	21459	below-threshold	89
45365	Josh Billings, Hiz Sayings	21460	below-threshold	50
45365	Josh Billings, Hiz Sayings	21461	below-threshold	49
45365	Josh Billings, Hiz Sayings	21462	no-shingle-match	
45365	Josh Billings, Hiz Sayings	21463	no-shingle-match	
45365	Josh Billings, Hiz Sayings	21464	below-threshold	51
45365	Josh Billings, Hiz Sayings	21465	no-shingle-match	
45365	Josh Billings, Hiz Sayings	21466	no-shingle-match	
45365	Josh Billings, Hiz Sayings	21467	below-threshold	51
45365	Josh Billings, Hiz Sayings	21468	below-threshold	49
45365	Josh Billings, Hiz Sayings	21469	below-threshold	53
45365	Josh Billings, Hiz Sayings	21470	below-threshold	53
45365	Josh Billings, Hiz Sayings	21471	no-shingle-match	
45365	Josh Billings, Hiz Sayings	21472	below-threshold	55
45365	Josh Billings, Hiz Sayings	21473	no-shingle-match	
45365	Josh Billings, Hiz Sayings	21474	no-shingle-match	
45365	Josh Billings, Hiz Sayings	21475	no-shingle-match	
45365	Josh Billings, Hiz Sayings	21476	below-threshold	49
45365	Josh Billings, Hiz Sayings	21477	no-shingle-match	
45365	Josh Billings, Hiz Sayings	21478	no-shingle-match	
1437	Juana	15778	no-shingle-match	
1437	Juana	15779	below-threshold	49
1437	Juana	15780	no-shingle-match	
1437	Juana	15781	below-threshold	55
1437	Juana	15782	below-threshold	51
1437	Juana	15783	no-shingle-match	
1437	Juana	15784	no-shingle-match	
1437	Juana	15785	below-threshold	50
1437	Juana	15786	below-threshold	58
1437	Juana	15787	no-shingle-match	
1437	Juana	15788	no-shingle-match	
1437	Juana	15789	no-shingle-match	
1437	Juana	15790	below-threshold	51
1437	Juana	15791	below-threshold	51
1437	Juana	15792	no-shingle-match	
1437	Juana	15793	below-threshold	51
1437	Juana	15794	below-threshold	49
1437	Juana	15795	below-threshold	51
1437	Juana	15796	no-shingle-match	
1437	Juana	15797	below-threshold	54
1437	Juana	15798	no-shingle-match	
1437	Juana	15799	below-threshold	49
1437	Juana	15800	no-shingle-match	
1437	Juana	15801	no-shingle-match	
1437	Juana	15802	no-shingle-match	
153	Jude the Obscure	36117	no-shingle-match	
153	Jude the Obscure	36118	no-shingle-match	
153	Jude the Obscure	36119	no-shingle-match	
153	Jude the Obscure	36120	no-shingle-match	
153	Jude the Obscure	36121	no-shingle-match	
23127	Julian Home	12647	below-threshold	51
23127	Julian Home	12648	below-threshold	49
23127	Julian Home	12649	below-threshold	51
23127	Julian Home	12650	below-threshold	50
23127	Julian Home	12651	below-threshold	50
23127	Julian Home	12652	below-threshold	50
23127	Julian Home	12653	no-shingle-match	
23127	Julian Home	12654	below-threshold	50
23127	Julian Home	12655	below-threshold	48
23127	Julian Home	12656	below-threshold	51
1522	Julius Caesar	38776	below-threshold	61
1522	Julius Caesar	38777	no-shingle-match	
1522	Julius Caesar	38778	below-threshold	48
1522	Julius Caesar	38779	below-threshold	61
1522	Julius Caesar	38780	no-shingle-match	
1522	Julius Caesar	38781	below-threshold	54
1522	Julius Caesar	38782	no-shingle-match	
1522	Julius Caesar	38783	no-shingle-match	
1522	Julius Caesar	38784	no-shingle-match	
1522	Julius Caesar	38785	no-shingle-match	
1522	Julius Caesar	38786	no-shingle-match	
1522	Julius Caesar	38787	no-shingle-match	
1522	Julius Caesar	38788	below-threshold	50
1522	Julius Caesar	38789	no-shingle-match	
1522	Julius Caesar	38790	no-shingle-match	
1522	Julius Caesar	38791	no-shingle-match	
1522	Julius Caesar	38792	no-shingle-match	
1522	Julius Caesar	38793	no-shingle-match	
1522	Julius Caesar	38794	no-shingle-match	
1522	Julius Caesar	38795	no-shingle-match	
1522	Julius Caesar	38796	below-threshold	53
1522	Julius Caesar	38797	located	100
1522	Julius Caesar	38798	no-shingle-match	
1522	Julius Caesar	38799	no-shingle-match	
1522	Julius Caesar	38800	no-shingle-match	
1785	Julius Caesar	38776	below-threshold	61
1785	Julius Caesar	38777	no-shingle-match	
1785	Julius Caesar	38778	below-threshold	48
1785	Julius Caesar	38779	below-threshold	54
1785	Julius Caesar	38780	no-shingle-match	
1785	Julius Caesar	38781	below-threshold	56
1785	Julius Caesar	38782	no-shingle-match	
1785	Julius Caesar	38783	no-shingle-match	
